"address","airdrop_amount","verification_count"
"0x125224e7964cfc1cbfafc6e0f0dd9c8525e4c05e","1537.136273000000000000","2"
"0x8f71e81d72054193d6b4ae4812aee02154703391","1536.653323000000000000","2"
"0xe5d6b9356b7c9ec2653725fbd53b517e3b44ceda","1536.557577000000000000","2"
"0xef4f82ed7693237aeeae798028488a58ad8c4d0e","1535.445948000000000000","2"
"0xbc0f79d681f752123e439fe5b39c32e120500330","1534.632662000000000000","2"
"0x424d79eb7d332a393506079ca4f318dffccedcd8","1533.945273500000000000","2"
"0xd4bcd29d2cdc055d2ef94a8e8b6e169b50989970","1533.746680000000000000","2"
"0xcc63a87a584b46f19837c0f28b417aeb830a7c89","1533.657245000000000000","2"
"0x4798995418f2bea7caa4884cc2c86392c50bd089","1532.125704890000000000","3"
"0x7b6f42b9e296b1b23da8642adf8680c2364d905f","1531.266763860000000000","4"
"0x72fa1198715162ef1493009b8fb466d838a95d28","1530.250339000000000000","2"
"0xf826f74d837a998a193cd27678b67d43c744566e","1529.734855810000000000","2"
"0xb8fc9dd2576bbde9e2fd1f84b62023ce31529d26","1529.498668000000000000","2"
"0xf48f9ee891b84047cf7a8a3b24ea5f288f740cae","1529.386937500000000000","2"
"0xb030e5eed779843c0e31534e5468753452def32e","1529.102905000000000000","1"
"0x368fd714cbc129b2bdee649a8fd259657fc13fb0","1528.639798700000000000","3"
"0x536a9b4876f552d30bc2644add4b30aff479b286","1527.816342100000000000","1"
"0x57c6fa10c50074eb8d3d05055b9c155eac436e9b","1527.620371000000000000","2"
"0x198c46f639357ac2b288dafb81ed46f3d745bb31","1527.536917890000000000","3"
"0x3382fb8856a22f0d328b328245a2065235bca1b7","1526.985409600000000000","3"
"0x9c27aa85334e8de034ff5506cb502e9e2053345f","1526.860172000000000000","2"
"0x818549bd829b8f9aa13dc0de9d3242ee631a5438","1526.741946000000000000","4"
"0x0f180cd79caf44c7da8775bea1c883b50d35c83e","1525.608080000000000000","2"
"0x44f32d63e9d638ac0e0484bb206c22ce1c1b57ba","1524.656506780000000000","4"
"0x002674f48c8b08e6d97293f162ec2a22ead7c6ca","1523.640506000000000000","2"
"0xbea51908f7c3c6cae03a3724ad43f8d03399b876","1523.569118900000000000","2"
"0x4b919fb49b82908675c14e62462923472d45cc63","1523.535835100000000000","2"
"0x96cda52fe70ee60c10960662ad40fd48c20377f5","1522.209543000000000000","2"
"0xe6122c637099db5eb4c390527d407e5243abc7cf","1522.209543000000000000","2"
"0xc1df12dedcd9c0bc508f69a60b7ebf63772ab7b5","1522.209543000000000000","2"
"0x2aa6daf42287702e787b31ca52919847f4b682d7","1521.538779000000000000","2"
"0x7f8915306a93db5ffea783871d11da1a5e9ddc61","1521.362929780000000000","6"
"0x2dde322d8979f2ed821d7e9d6c8da2077a350ec2","1521.315191000000000000","2"
"0x395e2cbb49d3faca955127f6eee8e255d7bcd2a6","1520.420840000000000000","2"
"0x1ee9caf7889ebb0d0d2dbff1eed1de170d21a943","1520.332914890000000000","3"
"0x0f1f20a7ec47b369168a3040fde6192c2cfb643b","1520.164809100000000000","3"
"0xed5bbd58faff9fa586ba21f2ff1a368ade2d2a95","1519.834511410700000000","2"
"0xd0d0f98ad578c00597d7127904278111cde61d87","1519.571206000000000000","2"
"0x7f2ce0b4991b5d345a3e8d1fd75318c1ddbe8d6d","1517.644130810000000000","3"
"0xff3588411e280df2a2cdb256bc0108dcee551fc5","1517.469479000000000000","2"
"0xe77e6820cc1f779b203d3e0e4311d15022567985","1516.831798700000000000","2"
"0xee0f5ccd69b8fe2f51359a0dd9c71494218305f8","1516.356916340000000000","2"
"0xebca892547bcf62f181bbd4697c6296243174c8a","1516.249122600000000000","3"
"0x99cce9bdbcd7384edfdb99e9603bd896196fdc6e","1515.798347500000000000","2"
"0x2b1ef0f7b9fc1aab68c18bc71353fa5e70a16d39","1514.868032800000000000","3"
"0xa8696954bdd621542422773117a316e50f3fcc4f","1514.786424000000000000","2"
"0x2b35fa6b7fe4884da303ab278cc916da6bd336ea","1514.536006000000000000","2"
"0x4362787078b9f16e5e6bef7aac3aa554ab1e9cbb","1514.247201100000000000","3"
"0x17745bfca17b8b89b8665e545c7aa085e932d2ac","1512.373729000000000000","1"
"0x09ced71345d9515849932ad6cbc514231e688e4f","1512.371675000000000000","2"
"0x0543612896aed9136584f0202cf34482c1891a10","1511.835064000000000000","2"
"0x763a606f3c02c86e59e5359bb2c06c5abbe4aeae","1511.835064000000000000","2"
"0x8efd3ac6878e2d9b3538385c5a5a883a6b0f9bd1","1511.813949400000000000","2"
"0x09759a92d85ba136a4e480ecf7dd65ebc8430302","1511.432605000000000000","2"
"0xb46fe5a9fcebe9c0a97674a4aa94b8467501bef0","1511.343170000000000000","2"
"0xfc93b551854e0379d6cf77a4ffabeedf57e49995","1511.243764000000000000","2"
"0xe435e78ffac91e7022e89b6bc711f0d0fdf7783a","1511.193091820000000000","2"
"0x43585c02337871a10654740e235dbbdb105b754f","1509.896703100000000000","2"
"0x243d7346143612053d9c3ee9ca2b0fa9ddfc4c06","1509.360082100000000000","3"
"0xc34ef71c1e6e5d396780eae8235c7dbd34ebca98","1508.704833000000000000","2"
"0x865d142f27c3a9ec0ddd00b49832c02043a2027b","1508.570680000000000000","2"
"0xf8cd665f6faad9dba650628fe117a3a3b9639fb5","1508.231864000000000000","1"
"0x844b0933c4f8e945a5d13beae9f98920a0717058","1507.921891000000000000","2"
"0x27d0b019244a20f6fb391ac01b322aeefabf822c","1506.874781800000000000","2"
"0xc9428d80946ab68cdba65eb3c670d3166ed12f46","1506.647824000000000000","2"
"0xc0b4027f03c6dc0dcb6f90253be222633627b4e9","1506.384282100000000000","2"
"0xdb912fab7ab5fd40f17fd470573b3b999c62232c","1506.275721600000000000","1"
"0x6334ca6c4b0c895fa28c3a322d7286d43b1e65b1","1505.932342000000000000","2"
"0xa68e09c3d480424ee4dba6166cd86d3d26a3b460","1505.753472000000000000","2"
"0x5ce43f8aec009ae667525041ee73962e44a1054a","1505.191129000000000000","1"
"0xc5f61abaa584baef0eb46e37715fecdf60c47563","1505.020218900000000000","2"
"0x1a5981545d558ff8a70e6c17a13e7d8838909e77","1504.464710700000000000","2"
"0x655c48e32b7ee3b50b9f4fba85d352dec44dca9f","1504.322509000000000000","2"
"0x6462b6edb2dd3164717aabc1172f335d6353da21","1503.750935200000000000","3"
"0x433c8a297619fc839a2cf012aca2cb1674137c09","1503.702869000000000000","1"
"0xfc14e10add8a3be09d64b428d0409bd9ebce2694","1503.383440000000000000","2"
"0x572582b4e126817a06c87717f03aa6bf81f6d472","1503.181127000000000000","0"
"0x5f7a9d511976f7008f6161cc75f2c924bde1bb0f","1503.054319000000000000","2"
"0xa17428aa2352ab200d640578d7adf6fbe8ccbe81","1501.854099000000000000","2"
"0x348ec19d87f5ad9cb5aa7e3f135e0219d5d1747d","1501.828156500000000000","2"
"0x4e2ccac05272f48243f930468ddcbb60c54354f2","1501.639454000000000000","2"
"0x535790a56b99df3ec083b11aea207ba7f28ba0cb","1501.362551890000000000","2"
"0x2202fdb880635df375f45c39949072ac354fe8fb","1501.128794300000000000","2"
"0x1bfdc7d3ffd40d4042ae8fb0aa6e235d9d3d4675","1500.968690000000000000","2"
"0xf4cc438ca1f584ff8fa6ece0b96348e02c2b9e8d","1500.821163370000000000","2"
"0x7c08bdb8413b5ac3d97773c5a5ada76406d31d65","1500.472494100000000000","1"
"0x702d767ae876b7f6939f78f18a5fbb45816313b6","1500.387362000000000000","2"
"0x624cfba097897d845da72638230bad60e587a7d1","1499.920602400000000000","2"
"0x132af0452a9b8b61777421bf77c41fbbabf8527a","1499.668551800000000000","2"
"0xa0f934fac71b56aa8b74df90fb1f78dc85e418d4","1498.632330914000000000","2"
"0x430c7db26f5b822fc9bde7baf10403766159ac5f","1498.465240150000000000","2"
"0xa86105f25e3187d4cf2be1d5bd82289ae479075a","1498.280604200000000000","2"
"0x55022988d22b5343a12c75597b96c639f0b54ba2","1498.171248000000000000","2"
"0x9351ca9d2c65d2996c19febcab96d77a12f25491","1497.704307000000000000","2"
"0x987eb551c0695e31013ce89ab3d2ce359538bb64","1497.703412000000000000","2"
"0x784592e3c52f3dc69bc3214c6ab9cd1dcc35bac0","1496.725550120000000000","3"
"0x9ff4a671b8722bfc59ffb2710103f1040cf6ac0d","1495.693525890000000000","3"
"0x477e89659cd4433dcb9cb8a9c607b73413a3238b","1495.515784630000000000","3"
"0x635441a4e49ca10b42d4c2384d7a9b55f1c9b851","1495.425219890000000000","3"
"0x4543a2b0aa96a8a160609947059815f231f38669","1495.067256900000000000","2"
"0x16504b3a9390c57bfa8cc7fe55f0c8cc33200d0f","1494.676255900000000000","1"
"0x9c0e4276257259e1e5e25c16db28ff1dbcbc9649","1494.574076000000000000","2"
"0x13098c65db1189462b6c2ec453a0b4ceb290a504","1494.350488000000000000","2"
"0xe69cdd61ee22783bf914459db60d5c7087c8d06a","1493.661156000000000000","2"
"0x7a62bb64663320d9a57b3738e3376ee4b5d828a4","1493.590289000000000000","2"
"0x333c4b621f79bdfed3a57fd9e9d69cc20678a31c","1492.764277000000000000","1"
"0x1155cc370ee5a0246ad60d6a2dda5350ef38d775","1490.676786890000000000","3"
"0xf54f4f5ce215aa5212507e5e60d4b27ce6269d91","1490.573917100000000000","4"
"0x9aaac44a8c6883bcd70992490446e2a1fdafd534","1490.191753000000000000","2"
"0x5637b33926cbed5aec52d74098885ac25526a226","1490.021995800000000000","3"
"0x45ce3dd497ba0b63fee6d7c1ef2e75bb8c467fa3","1490.012882000000000000","2"
"0x9baa208856d48a03d3de1aab76000c3601c85243","1489.476271000000000000","2"
"0xb35896f842243ee8afcd90065b2d09fa0c68e2d7","1488.760790000000000000","2"
"0x918c43354d39fca52f36a5ddf645cadd652818fe","1488.720225000000000000","2"
"0x401646519646dd3ee0a02311d9c6194c92edda49","1486.640955587000000000","2"
"0x35937341bd3a0bf1294cfd7279b9c92ca3186063","1486.435475000000000000","2"
"0xc94d9f52817787d670fc2c8bbb06e964a4e94cb3","1485.587351890000000000","3"
"0x94a8a6b01d5144bbc8755956fb9c4cba586e5b4e","1485.486233890000000000","3"
"0xb524ce3957ddf9da66f52de6453ced253d71cec7","1484.737717890000000000","3"
"0x4fb0ab6b4f83f6924e3c7f5dadc6690eddeb4ae5","1483.215809000000000000","2"
"0x0fb3bb95b0855276392f260de97c612a45685978","1483.075447400000000000","1"
"0x1627b6491f230e19ad73ea5e3daf0df01a4a2df7","1482.902786000000000000","2"
"0xcd808762eb91ff653b4d9e39ad47a6d3061763b7","1482.788030890000000000","3"
"0x4c921d9ebb29f58e793309b63d596a23781c2029","1482.261414130000000000","2"
"0xdd726e6a4f7f5225c7d5facd57d19ee97e7c00f0","1481.217363200000000000","2"
"0x3701bbfc577f1cbd579fe15da23b687968030fbe","1480.131805890000000000","3"
"0xcd94b481b206c877e3c75e9868506c1661111000","1480.050409200000000000","3"
"0x169e6dfe313d3b09603947d8801a495ee07e3dbd","1478.073287000000000000","2"
"0x9d00a2288c721f694db712c31acee56aa3ca251e","1477.985361890000000000","3"
"0xac683dc607dee30eabe0b951ffc3768c34b8308c","1477.491959000000000000","2"
"0x651f2790f1a63d2c7cf206bf474c438889bf2012","1477.134218000000000000","2"
"0x31a62b9ffd75363dd276c50ac1c6a01e0fc8fc12","1476.807536800000000000","2"
"0x735a6d8f480b2ec51dcf4f089068476837312068","1476.496390500000000000","3"
"0x0ed723523d4c0f8ec7629997342f3b9ecedf9079","1475.821859900000000000","2"
"0xc53e4bcb78fe339086e59dc17d0301eb65866a07","1474.333965000000000000","2"
"0xe7511262d6e3cfee1bd0c6eb955ada36807dea7b","1473.334733890000000000","3"
"0x38cff6d908d53bbf2027557017389a32066e4810","1473.165795000000000000","0"
"0xe239fd24a571c5c7f0ba655ed1b34654ba4982a3","1472.644480300000000000","3"
"0x55e1104698a1385173f3d025f9a2a6e9f86b72fb","1472.128868780000000000","4"
"0x224cf510a0232fd3285bc4baedb7c6f8d5c92f39","1471.678673000000000000","2"
"0x4be049f5e64a82f17c5bcc34d7a0fc19ead53460","1471.133118000000000000","2"
"0xcb2a5879563b5bb2a849734d75067a08cd062178","1470.345295000000000000","0"
"0x2ebf9d6e274261a70b82ca68ccc8440da27b9cd5","1470.337145000000000000","2"
"0xb4c767ae49100ded3cc17bef97803f6a23b4c346","1469.929675200000000000","1"
"0x83e216a90f1bd3a60b9f54a9f55382796afe91e4","1469.487511000000000000","2"
"0x2d255bd777c9a835ac27e370f843a137b43883d9","1469.174488000000000000","2"
"0x533872b00802f4b63be01b2e3804ea7c50276e3f","1468.236928890000000000","3"
"0x7ab64164c2d3ec42e0ec3ab56eac2198089adbc1","1468.011831000000000000","2"
"0xd70a0b9e5f1717d2bb09a4aacea03fe4630133e9","1467.333633890000000000","3"
"0x433dd148b38cab5c4ac52bc58fd658e03336088a","1466.401998000000000000","2"
"0xd85825fb74a079779c721b54bbfd2235ce7bb0d4","1466.019043000000000000","2"
"0x34f350c88b84a14d98cef6d060eddf936054c0a5","1465.976935100000000000","2"
"0xb7145c4bf21697f8dca31f362ac8d452a2713117","1465.870237000000000000","0"
"0x6ba066cf162227cbcc073aea349ac05812bb1cce","1464.747447000000000000","2"
"0x240657a7c39188a6630d18b9d05cb57efea70ded","1464.613294000000000000","2"
"0x4be4c75e8fe51594ec005b796af0abfd358ffaec","1464.303291780000000000","4"
"0x9646600f1bcb71d63c15b078b79a83cfd5abe194","1462.538940000000000000","0"
"0xf01d9114b780154b08b1515d7fa2808fdb691495","1462.447926570000000000","3"
"0x49455d85c317b4ade15daea56f2012e80ea2a5da","1462.073335000000000000","2"
"0x13c4e8a98ee8e8895e27454ddb6619e447c0c326","1460.863294200000000000","2"
"0xb583edaed86f7e4af43bcce2377b00d2175f9b07","1460.499276000000000000","2"
"0x3f31f6a01c974d81dba87ff4359da475f51c2bf2","1460.137596540000000000","2"
"0x4f4278477229a681d751062c001a2045aa564f64","1459.966137600000000000","7"
"0x1cc11581c62d4ddc17a35aea4200c37cb176e3f2","1458.855604000000000000","1"
"0x94503dc4aa4ac3557f8704c350af1fab4608c998","1458.697014010000000000","4"
"0xe63f3a119c48938062794c6573b834944f151191","1458.473959800000000000","2"
"0xd3915edd200b5b586288d84a1143a7ca00deb7bf","1458.251894300000000000","2"
"0xd56d30e9ecd74b55455baa174baac1dbda6e6f5e","1457.948133200000000000","2"
"0xa1ad2db822a37e9ede85353ce70490936ff0c7ca","1457.816221000000000000","2"
"0xdd8d93e4c119c249786c92b8092d653b0b48f5a0","1457.816221000000000000","2"
"0xc1b9e7520f7cbed0c177bfb5937a318d8217276f","1457.816221000000000000","2"
"0x4b7b91b9d94b840b0cba019a09b58d1e9d457063","1457.136277300000000000","2"
"0x96bddecb666e2f38d8cc8546fb1bd9edb50e1d6b","1456.516376900000000000","4"
"0x0a86923308fd8e6754d2b9b1261d8702129161b8","1456.027518000000000000","2"
"0x41a155f0d2f63eff3539dc040236a7360815df4e","1455.717515780000000000","4"
"0x652d8bf1d8eb78a71a596b91363d338186182797","1455.479704900000000000","3"
"0x4024bdfeedfd1cae7d2d02250e33dbf0b3ac109f","1454.951690090000000000","4"
"0xf045cb6e29261f847764a55dca85cb0d3896889d","1454.364201700000000000","3"
"0x30dd07ec41c239dfdb653b473ae71204340e664b","1453.088031800000000000","1"
"0x74af418b3ed3d3ec90647181cb894fe7e0674816","1452.450111000000000000","2"
"0xf69617a22d2c64681e3deb23d4e3d26a234d967d","1452.282027840000000000","4"
"0xf352063be1ddd2611ebb4a7af9ff95c61dc9692a","1450.226786100000000000","2"
"0xc3253e5ac45ee2ca99cc56c5976a99095e6d1588","1450.047626800000000000","3"
"0x614fd015b3968190bbcd5836a052dd65cd4cf9f7","1448.514964000000000000","2"
"0xe86927fb226958ad9ec72fe5f90f1a20e1c21092","1448.380811000000000000","2"
"0xb7a36bb06868aa8b8bdfb2911bec074586c903ae","1448.291376000000000000","2"
"0xa4e56d89ccf3aa9317aa2e7559f0fc6ab3400396","1447.911578800000000000","2"
"0x70500195c40f16ae04fa6b3e9f9933246d8dc842","1447.757692700000000000","4"
"0xab705effb3ff96a3b274e69e6ca919591f64bf38","1446.994566000000000000","2"
"0x1a207317dd2c1711509b0d62b3dd08b8986e050e","1446.726260000000000000","2"
"0x76df801eeac48daddeeb324bf7180d3daaa33cbd","1446.556786250000000000","3"
"0x6769b4444368ba1bc25835a4156a231034bd6dcb","1446.361191500000000000","2"
"0xbca314a6533cd5c30ee29171edf85266fb6429cf","1445.878136890000000000","3"
"0xe5cabae52515fb44dfb355b98940f3b678287d3e","1445.295298000000000000","2"
"0x41d7754dcb40502c58b57d47839fee187a2484db","1444.985239900000000000","2"
"0x0f0177aa24eb0359f1aa18502d5837a5e2b71d67","1444.557457000000000000","2"
"0xbcbd2a8b4b6808462f862e57089dd7114006a7ad","1441.717891000000000000","2"
"0x462961895611db443376abb0b56ec2dff7006f8f","1441.717891000000000000","2"
"0x9af949b055aed3429b93d1b81ccab5ea731675cb","1441.376305930000000000","3"
"0x1578075d7e60139cbe232e70cabf28ed5676e1fe","1440.862891000000000000","2"
"0xd0a72403f2647849a5ab36e20d1f5a3130451fcf","1440.543753000000000000","1"
"0x347cf90196340c2938c1d0988a6bbd52a797a82a","1440.078265890000000000","3"
"0xcae3bc073405b4129011364c4550f38932764f0d","1439.929187000000000000","2"
"0x9753e5b139b929d141b8958515812ea1bc13aa40","1439.261792100000000000","3"
"0xf87db2c77321fedfbfcda53f75befd416c2f10a5","1438.587660000000000000","2"
"0x75892c95d4d6877d2019b8734d577932a9e681f4","1438.547991693200000000","1"
"0x8a3bd41e770240430dcd542bad1b819d33f578e1","1438.201639800000000000","2"
"0x1a6bd6c2f89fb989fe3fe0acc192fea43b23b611","1437.891575890000000000","3"
"0xa40b4b405321f57f1b3a1a09c6553056608b6396","1437.782743000000000000","2"
"0x724c96a41f533ad9e0b2bd971016e994b7d51837","1437.380285000000000000","2"
"0x8464f77783749e1eb593f0623f5449ed90ec987b","1436.977827000000000000","2"
"0x89bce9ef182f98f32492633793f32b162c3658ef","1436.498157590000000000","2"
"0xd3dcea9ae8374aa15e67d6e98c02cb78ba30cfbf","1435.460539000000000000","3"
"0x16cd83ff266882dddc49852e2dfe21546d166f26","1434.902931000000000000","2"
"0xd4d29c97cd7befd5fd4e424e56b352c16727f7f1","1434.567549000000000000","2"
"0xf10b86fda4b9d94f211ad0bdf49974ccafafdb7a","1434.248607900000000000","1"
"0xf400a7724e882decc419f23409079c6d09ccd9dc","1434.219252000000000000","2"
"0xa3cf16f8626fa7a4320a38281bd64205f2be788e","1434.111190200000000000","3"
"0x9712ae4913fb7eea0225c0c7392c40d8b2148a6a","1433.767330600000000000","1"
"0xc11a5f9114352f5aabeab246db826effc64f32ea","1433.310985000000000000","2"
"0xc95be74b1154d611ee20f2db5c6ef054be890bcf","1431.880022000000000000","2"
"0x0746900d4234faa3cbe1a4e94ee6bc381dcf4b5c","1431.219941000000000000","2"
"0x83528a9b0af13f723e1dbae2133f7fe9223d5862","1430.779349400000000000","3"
"0x16f9b1927f33110b605ffa888933ac8476840e1b","1430.627930000000000000","2"
"0xd0b482602f674156c5ef41d8be630ac37f4eef86","1430.627930000000000000","2"
"0x99aa3be92d1789b3dc42899bbab13145e9b56bb4","1430.441625890000000000","3"
"0x88aa0d64eb5ceb422938f52bfd5d9798bddd89aa","1430.111658000000000000","2"
"0xe889dd6c571171987b9877d558279b62fcff115c","1429.912407000000000000","2"
"0x14307d954e3a98a6f428f9bddce7349f868eb3bd","1429.438442000000000000","2"
"0xb7827589ff4fd999e00e381f85eb0b272b2288fc","1428.980230500000000000","3"
"0x19ec4315d688fe7faabbec1dbd872e23b04fda32","1428.839226000000000000","2"
"0xb632bba500855bdf3f79e12e10952dca712e133a","1425.439335700000000000","4"
"0x91c66975744e8d8a503132922de1bbf3300cde37","1425.365717440000000000","2"
"0xbcd3b2e47e5c2f8528a17a6e047745a4c50c017e","1424.255355000000000000","2"
"0x8c729636c0f90ac39de831cd1368357d43a90c2d","1424.157302200000000000","2"
"0x9b165bc2d288cc0791f369e262dfa494b75c5a51","1423.932354780000000000","4"
"0xd0cdc7978566a2ed4d351df4da7f0ba72161298b","1422.847070000000000000","2"
"0x749bd42ca0e20307ffe65626beda99db48be5e2c","1422.051097000000000000","2"
"0x7155d3a20939ef6e5aa38c1db3c073df920c6c7a","1422.042154000000000000","2"
"0x508476e36ca5c50ac448fbaf582827dc5a7a82bb","1421.761718920000000000","2"
"0xfee7ccd0da8280c61578c2b7fe3f9b9dc95f052a","1421.335616000000000000","2"
"0x25ba3209a51906ef2231135101948a99602eeb73","1421.211301000000000000","2"
"0x2f55c9b730d7a2dd25f0a68160a4477ea90ec634","1420.226508000000000000","1"
"0x55fc8e812705113a27c2619f5583b8299d5e9e71","1420.074580000000000000","2"
"0x9bc8c3b3ef44a6c423c82d27c5051ec89a6e564e","1419.895709000000000000","2"
"0x7490981f635749a70fd39a16695a2def8c3a4fc5","1419.684726400000000000","2"
"0xa01c87fbf7e6d84aa83d1946a6d54d4efe288cab","1419.025488300000000000","1"
"0xc7d2ad3ef8ae471ff366552df3afbd152c5e0e71","1418.394999500000000000","1"
"0x1f2fc486a64aa1bb0bd41d44230e3d0ff164e880","1418.152448600000000000","2"
"0x94f3e64971b8261bb995029d7e28dcf90726765a","1416.960874780000000000","4"
"0xb58f75cf1ced668cfdf7ce5001b54abf55f7053c","1416.922966970000000000","2"
"0x955de64020a5f900997cfd6fb892fa432a40d442","1416.833151000000000000","3"
"0x5b8546c162d07ee335f24c197c03397c434cd20d","1416.676043000000000000","2"
"0x97fec670e5de7ace9e4860dd70e1b85459ec5628","1416.121679920000000000","2"
"0x78a1af88ae6ae1d57731ef7aebb1bf42c2bdc767","1415.960562000000000000","2"
"0xa6e0943e0e9576c67c831702c4a15f1e784c2b1f","1415.781692000000000000","2"
"0xb28cce3ce1a2482d9ddf72cce149c3a0ef3bb7ff","1415.271470900000000000","3"
"0x62c16121e79a4d2871f50e18909396780e197bd6","1415.016906110000000000","2"
"0xaeb6673810de745e303f2d56d572b35037a0d7f3","1414.529599000000000000","2"
"0x14f75f8e4ca9af48191df310a9c20282e55133b4","1414.243407000000000000","2"
"0xf4f952f68e8791e04f3824f13c90faddf7db538a","1414.149500000000000000","2"
"0xdd4b0904f3ffa3293ae748e630f00acccfaa4e05","1413.098637000000000000","2"
"0x1c395825600b179a7e55e90dcfe29a08f04f24a8","1411.882318000000000000","2"
"0x268b372223274b70123e4d5f1c1ebd57498f4032","1411.529632000000000000","2"
"0x6800b2fc7d92508ca44ef79358121c93236aeb7a","1411.309933000000000000","2"
"0x17534d9f9a971a48c6e0dc1fedd62f435f3a5afd","1409.521230000000000000","2"
"0xd7bc0ac9bbabf25ccb29c61991d2a3852393f831","1409.069603000000000000","2"
"0x1f65feb4d02257e1fd262f7fa0576935af40a746","1408.626878000000000000","2"
"0x24a7e159633f51c41b7663d9ae5dfb9f087969b3","1408.328853500000000000","2"
"0xe99525c0ef0d39afa01c906605abd822b09d45f3","1407.840743000000000000","2"
"0x02da0b487546a6a7ff2e964272be85418f98b43d","1406.838175000000000000","2"
"0xde4994918655bbf456aadebf41173864e65c9c32","1405.943823000000000000","2"
"0xf094c2406f91e946d8c4757a2f8c00d9ec4d703e","1405.183624000000000000","2"
"0x568712d459bbfef00c752afeeb68a127413fa307","1405.049471000000000000","2"
"0xbd59887710f37e7f5c2c9469de6b57e554760d87","1404.378708000000000000","2"
"0xc3a2821727e9e5fa690f8c69c5d8e0899aa0e6ee","1404.354710550000000000","3"
"0x5a7e30579ac81bcac655dc46337ae6c35fd75b95","1404.067194890000000000","3"
"0xf1e67fd90945b5b94870c29b927475ffd7b41168","1403.305486000000000000","2"
"0x5b8a7153d923f1f047ff59d075fb25c25d0d804f","1403.029549900000000000","3"
"0x77d4bd83065f7d2d1f594b72f548bc058e4dc33c","1402.936754819000000000","2"
"0x4ab0b3475d58de5394386d225ffd2cbe3417db3a","1401.963958000000000000","2"
"0x37d6fdb730502d059b174b5dbb46263d7121a217","1401.556581000000000000","2"
"0x8f4ea9ad88db773e4a086884ebbf0cf813915d38","1400.711866000000000000","2"
"0xd5671aef6e61a12ea54232797769c5353897f554","1399.683361000000000000","2"
"0x6aa5b82c53500c777b0b663afcc1fd848906266a","1399.166249800000000000","1"
"0x3b25c67ec4fd4070e92a677474d553e6af801617","1397.511063390000000000","1"
"0x76d6f9687930ca9fa07b0ca39b80534a940eeebb","1397.149120500000000000","2"
"0x7de57eba186185a89e4412eb74199b2329ff69dd","1396.491333800000000000","4"
"0x270e68a6f0943a8ff8b3bdce762a14cb36e8e55b","1395.547331100000000000","2"
"0xa0916939bc6df396cfeab2dffb4c4f53c1a09002","1395.481418890000000000","3"
"0x65edea4955be012c34a3e8825acc787d851233fc","1394.138381000000000000","2"
"0x54897bccd0b19ac9cbae4a7baac834c95a3c1aa9","1393.916302890000000000","3"
"0xcf4f28b9ae34386e555bca54417bae8649486b20","1393.154594000000000000","2"
"0x7c4a096e8ccd8d62a27febcc246ac946939a2eaf","1393.065159000000000000","2"
"0x04ee163ca64112f60c222a4d73652ebe08cd2495","1392.696593440000000000","2"
"0x9ceda52cb119585365db8659531f4dd43937c8bb","1392.310335200000000000","1"
"0x935b1a0d3202eecf74c3e2614743a08fed8c06a2","1390.854241530000000000","2"
"0x74691fbb10f8f78a67cac9ee75bf71a8cb173b09","1390.533226600000000000","2"
"0x82fa70b569f7507aa8eb6441bac436b36ef2b027","1390.194864000000000000","2"
"0x12d40944d67124f05783d753601447770f2abeb2","1390.166505225200000000","2"
"0x06c97f880c07ea7841e4d827524455712e68387c","1389.802284890000000000","3"
"0x3143039d6642f31bcd912cc8e557c2969c7119ab","1389.130011000000000000","2"
"0x384b6524cbe5141c24d92e8c80e3d23ca0232638","1388.951141000000000000","2"
"0x095503402faed3920b65e0b9140fc7801209571e","1388.056789000000000000","2"
"0x9d1d13488b4fc67936464260306bf29d9139c89b","1387.731419700000000000","2"
"0xd5c255b25f1f010640d2fc78eeed02164eea0136","1387.207155000000000000","2"
"0xd5623eaa320678847f4878d8b5b16a044b9ebb75","1387.162438000000000000","2"
"0x7726ef17bc47122e0cd03ee6abcceffa50147fdd","1385.903485890000000000","3"
"0xa7c4566d91dbc6605cd8e0e786e97824788bbd01","1384.693244157000000000","2"
"0x421ecef80e1dba98dafd125c1403cbfdce88a3ba","1383.398249700000000000","1"
"0x41619b9635e8b7705ee5f5778644231ec117cfc9","1383.124985300000000000","2"
"0xcbcda244deb53740b4ff93bb9bbabaedb9907e1c","1383.074279250000000000","2"
"0x662e2984f46d191c28b16cd62439d9dca8b3d6e0","1383.022163000000000000","2"
"0x999471ede4de59b0bc0aadb82ca0645673a5f2f6","1381.796327000000000000","2"
"0xa5051b49d78ae2a1d42d912141dcbca365bcce05","1381.036128000000000000","2"
"0xbc8add014bf9d843e70061126835e70f1535c3bd","1380.544235000000000000","2"
"0x5643f32f5a56f9781c451ee2919be8479db10414","1380.334972800000000000","3"
"0x461627134bf1ca5d29fa374e054594d344d7275c","1379.964416890000000000","3"
"0x77c53f895c1250dc8ffe29be2291cc85f72bc70e","1378.567555130000000000","2"
"0xa5a6c6152d109ec8b24367fd5aa40a4bc3ce897d","1378.129903390000000000","2"
"0x45fb6a9ad7c77b8a8c6035ff69ecaa64b0bb0bb2","1377.861180000000000000","2"
"0xb2271a6042d89cc5efb30e5d6e4cdd9c7ed8556f","1376.989152200000000000","2"
"0x11a7d554bd65e15860f4999fbcb67f648b1771d0","1376.966828000000000000","2"
"0x576d116ef6649bb177659a3ad2f34f6ba1fd9703","1376.403087000000000000","3"
