"address","airdrop_amount","verification_count"
"0xf05df43d6846e586f8cebd76e56201230112168e","49492.182067000000000000","2"
"0xf6cbb29449a88483dda98c668de5a846d03c6064","49243.597170000000000000","3"
"0xe55ecbb4ac3861e748ea20bfbff2d445c9c00fba","49104.387729000000000000","10"
"0x2442dec8c1b253e6c389214256350201c92f2b76","47949.599245000000000000","3"
"0x75929c8fb7ac39c925b7d80e5c4d5d87b093b18b","47689.181178800000000000","1"
"0x1e55d5c09beb9f97e55809e5a9a00f209fdf3671","47639.334420000000000000","2"
"0xc56cb0d519467289bf36acb83823d71b5b378a4f","47032.258556000000000000","2"
"0x531802b7038d8963d9a91cca2b7b60930d420458","46438.448978000000000000","2"
"0xe955183d13524e4f1f7a133363ba903b8dc3cce8","45277.361240000000000000","0"
"0xe84f05a482c8c872d0327c1e61c95b4f5a2afb8c","44667.619202100000000000","3"
"0x90e06d2d9705c181bad2a4e7c3dca13631a6f479","44303.298657699000000000","1"
"0x6d8538079f8ce2d1ba9f95cdffeedb29b6465b60","44183.717296000000000000","3"
"0xda51a8af4f80925971549023c820f01889e0a790","43840.759233000000000000","2"
"0x134d230fab42d29ce0c00b4c0d8cb9067054cf19","43790.644142000000000000","2"
"0x0a3f87835990206a19762bce2f2afb29b5d6bb20","43365.507837000000000000","5"
"0x771a539ef123131423ce91bd887ff71e618ee2d9","43344.912806300000000000","3"
"0x5376bab24d337bfcf6131ba4d76ea7b0990fac5f","42949.774680500000000000","2"
"0x3b31f34a9267d033da3629d667324635526f29ae","42942.754019700000000000","2"
"0x79ae91d8808e4b7c3a5f8b55b63decaacd1bb537","42921.468449400000000000","2"
"0xeee072349a531cbd66ba9fd1a6d55197a1fc022b","42734.682042590000000000","7"
"0x71d4dd649c8b3698b42f484de01ea568742a93ee","42696.673151300000000000","2"
"0x5bacb7e04a2b3b5ae45be89d6a932d4cf7dae1ba","42695.242188600000000000","2"
"0x537261ca6f5a0dd7a3bec0e5135f93908102a2e9","42677.428680800000000000","1"
"0x32ffe72a3a50b216d57028fbc6b44baadb828441","42570.659495800000000000","3"
"0xeef697ac272b913ce523f1364253f90c8a8c005f","42502.698170000000000000","0"
"0xd20dca3b916cf54a15c9f7f6492b541b2e3b7e25","42410.346456700000000000","2"
"0xa723e96c191d24c15c5ec9cdfa54adfa84ce7814","42128.099940450000000000","1"
"0xb06a7bdf1babc2e3d19aa986a768c2a8b9ff3aaf","42054.192090000000000000","1"
"0x42fb524adc799decc1b7daef0e921032fe643760","41946.646860000000000000","0"
"0x16ab836ab3c323c32061bae2ddddf9887e2cdc93","41856.035385000000000000","2"
"0xd683cbeb396b460e1866c1504ab2661b544d74af","41362.207990000000000000","0"
"0xe2500f6a0f91dd47d1575944ce79a6e366bf1063","39633.466070000000000000","2"
"0x9f206fa7ad86ae246436b04c83da1c184ecb0d0c","39602.536030000000000000","3"
"0xa91e492b00c00b6a05186e85754133d2790ea009","39029.775400000000000000","0"
"0xb9ea8341f4017e848cf8798795e93675c645e09d","38984.076773700000000000","11"
"0x4c2d0f9080b4d3299ef51f8684641024522f4549","38745.605597800000000000","2"
"0xbb3e9aa9fbd8e43a013f59ae9be1b6d8ec37c1ea","38633.695711300000000000","2"
"0x4b48de59591c5600b97220c0236b3c097446d0a9","37783.141730000000000000","3"
"0xd976d3cc17d109889037175b2472af6ca970302d","35980.143915000000000000","3"
"0xe6f38f85f6c78eb0d81d22590902be5fdad11a57","35579.031626100000000000","3"
"0xa047efb6792d9285805371aaee17a040bb548502","35547.770375500000000000","2"
"0xd2669011965df2aaba58bf032d9191eadbb68ab5","35544.576092200000000000","2"
"0x5350ad1434e9028f381b8df608a7c426be371ab3","35414.340155300000000000","3"
"0x70a81484b19fd5eab4509bd4a849b1652441e8d3","35396.907752000000000000","2"
"0x354f48ec6a85e700f82070767326c0932b3649a8","35205.838328200000000000","2"
"0xec9eb1f8d7b020c1402b18a381cc13d05c3640a6","34941.667446030000000000","3"
"0x391372be2f325880d9030291890c7fc9c446b042","34511.313720000000000000","0"
"0xd28ba186b1c37c00ccb158f2b870bda79370ca3d","34240.508662200000000000","2"
"0xc7ac513d04157a1d0c8da4dbe1cd307d27f0ad01","32812.731310000000000000","2"
"0x50471ece53a57623f8dc358dedbcd9418085d855","32742.581266430000000000","1"
"0x5a3d751d27f6d75b7bd94fda80b8224e42d9ce58","32340.279490000000000000","2"
"0x97f156cd2542629d7ce897d7a8d4966233b1acc5","32304.276666000000000000","2"
"0xca0c8c28ec2f352649b3b9d2b8c673e6254142d6","32148.732058900000000000","3"
"0x4e3f199660639b1324eaa9051fde555f23a57176","32031.133283700000000000","3"
"0xe0d817c734b963231a827614558d98b75f67af02","31622.116393000000000000","3"
"0xc32b7438b3df7844c9ee799930a2224fe6e26426","31391.879213270000000000","2"
"0x1f1f4f8266c6ab0499408a063a8e6e2af44cd2b6","30845.888011630000000000","1"
"0xc3427ad972824eee30f182f12a29817408f77fd1","30773.507608000000000000","6"
"0x9962d3959680baf00647efa1ac98f7789523ac6b","30092.510394000000000000","2"
"0x4795899e3b8b3f8efdeba988388fc9d7f240e4aa","29298.716707600000000000","3"
"0x9df414f5227405ae48d3772f047770a12a81b440","29193.121824800000000000","2"
"0x9487df4e7b3cb9c20d11e31314a9a2561666b788","29036.559802100000000000","3"
"0x944b8a5c94055a761d518ee11c6c370b139eff28","28914.071467000000000000","3"
"0x64efa181839274ddd6f330ed40059974089343eb","28750.231599000000000000","2"
"0xc57cfd16526abb402b9cc82a423ff79ac691a66c","28717.439654100000000000","1"
"0x44bd5d4129e4310ea3c7439157fe36934847a6f8","28593.423690000000000000","0"
"0xe83f4c2e061c2f81cd2a1e269e23293a28ad1250","28563.580400700000000000","2"
"0x2c66614bbbe0e0891458118fe6067eced8aadb13","28465.816279900000000000","1"
"0x88902117d492794c19e16785369ccabb65475c1d","28410.833003000000000000","5"
"0xba0836b99a6ed258d5f483aeb82cf0f5049e5261","28377.759571000000000000","4"
"0x35856d76f488dde751ccc213e1c8c5b836f10d3d","28371.365210000000000000","0"
"0x6783df04e1312ef4839b391f1a14268f7b2319fa","28358.898650000000000000","2"
"0x3826242f95188749490f8ed8e3ff6fa897b17a33","28238.610851950000000000","3"
"0x83b05dcdf9fc5c621b66ee17c83a4bc00a28b4e2","28220.401797660000000000","2"
"0xa458cfa5cdda40ae496148810f95dca1823343d7","28125.414896000000000000","2"
"0xed7e736851bc65967a65cf1134300c27f39b7648","27964.431240000000000000","0"
"0xdbfe5e94a0208c5324c7e4396dcebd312af01b33","27964.431240000000000000","0"
"0x129e214f1a13f5265d1d66f9c126c22a4f25b9e0","27622.372196500000000000","1"
"0x7f00d98671df30a5998dfe3633a8a608d92d66c7","27575.380190000000000000","2"
"0x038632c01a9890c45e01fa36b99ae7a92bb27842","27569.430997900000000000","2"
"0x4211c484f3744cca8bc0b810d923f90ede610212","27155.012480000000000000","2"
"0xeb66e04421c579340c3aaedfea21d84a7ea7f5c2","26953.156960000000000000","0"
"0xaf95d68532fc3c02ff4aae0cd64182be368d9417","26805.962084400000000000","2"
"0xd0cf0a50568d84842a2995ef6d94577c3da5f777","26474.418677000000000000","1"
"0x0bbc195b5e811cf88449a3e347740c7cbaaa1d41","26420.282487000000000000","3"
"0xd0d2dfccad07592f2d77334d183a7480aa815770","26221.349500000000000000","1"
"0x38f5e142a59bf0cd6bfa0d3dad560f4da470e677","25932.742404000000000000","2"
"0xc298c36eb5840a4b0e5bfb4145742b198cc9ced9","25797.100148780000000000","1"
"0x101b18aaa9712af949f15952c6bc3cd803d815f3","25734.429225900000000000","3"
"0x1019d0f390f6852d440fd8586d2159cfe9f41808","25572.231000000000000000","2"
"0xb2639b276120f1b47829faa327d08b654e4b8328","25541.451956490000000000","1"
"0x8b2e8fee4bc2be11d2ec5cfc22967e7ddc1d7477","25044.788359900000000000","1"
"0x93d871f3abbb3bb5ce8a8f701ae7ec6077abbe14","25030.962918000000000000","2"
"0x5c1e2f19dfd1afae5181202aca67747668c9bf79","25017.392690000000000000","1"
"0xeaba0b1d9c61feea01848e87b54a602ed38ecfac","24741.329120800000000000","3"
"0x50ff669b7f4025e7951451ae3a49d221eb4fe59a","24415.325770000000000000","0"
"0x436300e983bf0972083b253d9ec1e686e5f7393d","24383.247030000000000000","1"
"0xd4c1c67f1ff0495c3437f68feb2ec53543af2e4f","24377.434210000000000000","0"
"0xe2691505926f0399b60e0c7131e842b9809710bb","24328.031137400000000000","3"
"0xb1feded6b23fa032eb29c092729b586941d692b2","24290.983620000000000000","0"
"0xf28418c62cf2196cc9ebabfe1a665f3735d4d0e4","24262.982210000000000000","0"
"0x2e79b75eb6f080480c0bf97a75ff7cfdeb5c3d77","24238.819010000000000000","0"
"0x000a3583f9c2fa35ed8b9adb8d977bb6486e5555","23823.616690000000000000","3"
"0x150c9798b614db920decd36b972bc6e7568374a8","23804.196125000000000000","2"
"0xf278ac8e97dd418a3ce13307fa1b44ff87a18f7c","23645.637120000000000000","2"
"0xcf14b2922d1155e4daaf12b28583317ef8813d8d","23266.607721469000000000","1"
"0xef3aa50fa9cd03227bda34c13d3d8f2801be9202","22983.894060000000000000","5"
"0x9b6df1980540a62cb39788e6a02a32dade17c548","22942.815672000000000000","3"
"0x664fe2accb8096bd612639eb1e05a81121a9ea9a","22915.397140000000000000","2"
"0x81e3c9ded64caf37ee5ffd643637e1a97cd64f5f","22780.172420640000000000","1"
"0x7f8ee72292f3566168f0e5fd9d3b87dbce00c8cc","22698.926200000000000000","2"
"0xaa4a57789210b3dc404efa81552f2c304ca669d6","22669.983430000000000000","0"
"0xb3c37934bcbb61568a4218f94d6c0d52c6f7dd1f","22622.186541000000000000","2"
"0x8d83228d29459b25f5449d7794cf0b1814c06d8d","22305.856600100000000000","2"
"0xcfc5d9186c847f8d180505b9bf8b04052c0edf0f","21725.670707000000000000","3"
"0xc42cae349104acd215bb8a8aa503cbc9e8aae24a","21650.715225000000000000","2"
"0x2142a23ccd704f882fad82fa5a793d48b71e2646","21500.236840000000000000","4"
"0xe0d7d666f34621875cca44472ede8077c0693767","21297.472784400000000000","3"
"0x9ee8d86e9665b2b81ec99933db3a8e46ade2b9f6","21296.320536000000000000","2"
"0x46545017fa98ca2efef277c90b4c0044ca913596","21154.302430000000000000","2"
"0x1f3fe1e2c7b19f7245b684eb69c39a19d12a768f","21090.948769000000000000","3"
"0x7b042c22a39c651fb6e516928cd5f5179cd9d4db","20895.801279900000000000","1"
"0x0f428f482f03b083d27ce90cd81c1790e024f176","20675.702050900000000000","3"
"0x77602d61461eea5e5741a54d5e119abc91c8308a","20590.648560000000000000","1"
"0x9bc906711d4e3e79bb9a53724d5cb6f4071b0235","20391.031630000000000000","2"
"0xa46d4d0297b542e68152b902f0e42a9c4faed58f","20125.640093386000000000","1"
"0x95cb32be2265a0522c283d004632eb613537f49c","20002.780342800000000000","1"
"0x8b596d47d9c26f48fee1cd4e5d24db38405fb3ea","19862.832434700000000000","2"
"0x996149ae6a15d44a0b86ac69c81431f9f67afc86","19816.311150000000000000","4"
"0x5a69428dfe7af2e64bc40e065e139caf8fdb09b6","19603.595375800000000000","3"
"0xea4f9fcfe5a9e75109a84478e474f781551ecee3","19556.605969800000000000","3"
"0x81dd927a192a860eeb0f03beee388a9682abf1cf","19400.924103000000000000","3"
"0x86527921274e237b2cc73477027418d8fcb2cb54","19336.097747600000000000","2"
"0x44410a623819dc5cea5fd362aef4941cfeb5f9bc","19229.557615000000000000","2"
"0x8d560b3ba4d4cb91f7e1ea69ce0d652893799ead","19131.274265600000000000","1"
"0x1cfd90249adc7e51ebb838221d548ce2c87bf7f2","19025.113860000000000000","3"
"0xb740d33d77a3c87fdc800885abae1ee62109cb03","18547.524695000000000000","3"
"0x204bfb4889f6370f4627de4056db557527198e66","18488.064430000000000000","0"
"0x233ac45c3088b7572e57c20ab035a8acb4e390e6","18423.511861360000000000","3"
"0x354b10783337a446703a4b02f9e12b6791a89f54","18328.081426100000000000","2"
"0xfb3ced44b94c012cd52f783e2b37ca9f3a994b0a","18168.926116700000000000","3"
"0x6111cc8b85570acf8d54497908b0c01c58622180","18122.067331700000000000","4"
"0x6307b34930a1c17cf53f4c8385dceb65c3d71ace","18079.703298466000000000","2"
"0xc45317b81eb6385d59f57f7fc7295cb0dc195bac","17970.238050000000000000","2"
"0x0ad50c58d425a264105d826f65e9db156bd864bb","17950.027789300000000000","3"
"0x4bc17ef750faf30643a1d17e31d35ded59ec086f","17655.643850790000000000","2"
"0x2b8e71cccabeadc11a4cfff2305c8a8a0342672b","17588.496548100000000000","4"
"0xdbde8e347118a9c45c5a7752131623be81d2a4f5","17513.263102600000000000","2"
"0x17f43f532b3f91c1628ff513290e730446cb9355","17361.671568000000000000","3"
"0x85b9899118fac92ca10a429361a13161af63f34e","17222.815200320000000000","3"
"0x2245c733dd052343b60f44130a25c9f574a696d4","17124.092462000000000000","2"
"0xcdaa5f9a63b27df88d40aa8d83a887c53789247e","17077.418798000000000000","2"
"0xabb3639ac7ea3fbd7e9bfd4d8fd46cad6c3056f6","16666.436170000000000000","3"
"0x3f0f4263d475abb64e7bf9e38371ed54806ea9d2","16429.720627100000000000","2"
"0x607309bc1e70eada6920b55d3d6102b06d7e4857","16345.807280400000000000","2"
"0xc3aa68d973a7ca5dcad1c87019e74b79993ec1bb","16328.611074400000000000","2"
"0xff2488d337aa8770c6b8f2c11554579963327db9","16085.677823600000000000","2"
"0x07af4fd19f2265f05c9aa1a16e01f9c4ee2380fa","15966.787139000000000000","3"
"0x5c127ccdd428ac57a1fff2ec4bc1cd00dbbc9eed","15939.558572000000000000","3"
"0x2d8fdd1b51abc5f354e59891f11e4095c3976c8a","15865.218663600000000000","2"
"0x65fb0ae3a14ec0f9f5c8d95a3bb5d1fd972cc8c2","15863.727236560000000000","3"
"0xb438098806eba601b25186d968e32343197bf5c5","15727.322849500000000000","2"
"0xae8f9831e8396b8deeee33a695953f337a528b86","15593.753910000000000000","1"
"0xc182aa0ecb24a674c00c76ce8f1761cc5a10611c","15468.002277000000000000","2"
"0x8a347b15d70c40580a9f08cfb62a208a6971c670","15402.964262000000000000","3"
"0xc19c83c73c10ef32f41d0eb62bd5db2ed6591e9e","15272.371562000000000000","3"
"0x5ed8551d21a95e9eda1523e43e7afb5e55ba7a07","15234.264379400000000000","1"
"0x09c18f8f019929f95bc3762dfc493b0c6c90a361","15173.958268800000000000","7"
"0x8d26609aea3b8b3ded41cf6d25757e37592586cc","15156.471515000000000000","2"
"0x448ec2c6baf9adbc3969983ae26f2c02bf9bca76","14823.488174700000000000","3"
"0x0f6809f42975eb4e72dd1b03be72b8a9eec5ada2","14812.350591000000000000","3"
"0xfac890eb4c056323441ec68cf4528e3f3462e16c","14772.085876900000000000","2"
"0xf0ee02e2f954f75e925a3c4695a4e1a51f5af10d","14758.865921900000000000","2"
"0x82b706146973909a8d7f565e2fc7957f99bde350","14419.465860000000000000","0"
"0x36bcb7aa9a2202fcde106c041b4c4449a2aaaf33","14404.587118300000000000","1"
"0x7526c6bb72252b74bb81d864ba16604a6eb883e8","14363.914214000000000000","2"
"0xe12d6dab49d05dd67503c11122664fa1742c9e63","14282.725550000000000000","1"
"0x0f7d5d42a4f8d27e5e358933bf2ec260ba9cfc18","14260.345350000000000000","1"
"0x63a329fe80ae6c31dd48d9c3dbf5925dd547a231","14259.957460000000000000","1"
"0x09f34d418cccfcaf5cb7547c64d48edf7de8d417","14190.367082010000000000","2"
"0x88a962461ebcf47722f01dd05b31fc4f5953c985","14150.648596400000000000","3"
"0x8c86765dcb0b32ace9d10b06c6ba40cb4e0e11de","14087.052083300000000000","3"
"0x0ddee199a727359fdaa249c4841c8d6fa5440cd6","14034.577714000000000000","2"
"0x126e2aa7f446e45650792bd5a5e6ec4fae613d05","14012.094860000000000000","3"
"0x35653be1338b938b9024873fcb0b076b9c7277f9","13939.946835600000000000","3"
"0x0f7a5ac69921e92a408d4bd03c53f56cdd503eaf","13936.946118000000000000","1"
"0xa43a1b0a0ac0df05b03fd2302f6311cf218adf9a","13872.286940000000000000","0"
"0xf341b91b0b8f43fa7093c582ef4782ecf517ad1d","13818.854020000000000000","2"
"0xdfefa3f7f8d7a13945bbc1bb992b87766aefea36","13691.644439000000000000","7"
"0x2ae27f5d0b8e48f75174f28d51188905ec1b666b","13613.007440800000000000","1"
"0x05d41274057a0ed09e4b65f8ba8fe3d452932925","13602.332800000000000000","1"
"0xdb219b553011989b02ba30eb60bfbdc8b37b393b","13538.195108100000000000","3"
"0x485eb7fcc434734b37d34de5418be948d55c5231","13489.676170000000000000","2"
"0x43701205160bcddb31295931bfc10e34f1744955","13463.367110000000000000","0"
"0x2955e3afaae84579b99d2afca71ba21c68948155","13292.552881693200000000","2"
"0x786ab9c2ea85eb6ca367d1258016919aa49b1359","13228.921526000000000000","1"
"0x57d8a06f7b0f8b4431eb4c85630a06457009fa65","13147.738858000000000000","3"
"0x5a5a8b626f384b1dda0788f6b73feffc183a9b77","13131.910143000000000000","2"
"0x26fd3ce6e4dae7d99ce072fcc2c4d00b049101b0","12987.172450100000000000","2"
"0x9213cf75acfc3c0831a137bc65a60496910e82c9","12944.446500000000000000","1"
"0xc6606f87b3dd04d8932f99b9c1b8b2457a216d38","12872.049029000000000000","3"
"0x24deda85a37aea206edaa523b6dc8d3925c818a9","12758.896540000000000000","0"
"0x34ccd965371f96282ffbea4067fa63d182c29a1c","12742.761440000000000000","1"
"0x9a9d4134ab906096f9e1ecb042578a50578f4350","12705.995776800000000000","2"
"0x0eeef3f419b22a9acf7a4feaf622c77bdf744247","12682.204390000000000000","3"
"0x6e300d553fed81ab251ef85fe1226f2a1d9b6e0a","12667.230800000000000000","2"
"0xd6132c70d41f48b30400cda9dc648446e53af3dc","12595.903850000000000000","0"
"0xb4ef06c9d48ab7561dbf51d495ce6e19acdc397b","12577.696390000000000000","0"
"0x1d5336e64dfc9ff73f50e21d0ffc34fabae247a3","12525.083290000000000000","0"
"0xaa0dc16f7e07baf7b1df877281b8cb782ad37b0b","12519.146480000000000000","1"
"0xe952bc9a7ffa2d8cb499d69a54cdb037128182fb","12500.166740000000000000","0"
"0x97ab6110156cd33cc8b18baa33bdd9fefafffb3a","12425.440120000000000000","0"
"0x12d42e79d07ab6273e1eef2cc19604391d707804","12419.401092400000000000","4"
"0x0095695460b22f50bb4eaf7aea35b99deee97f10","12366.315788700000000000","3"
"0xe3c27055c9ccc643fb6eac0533a9ee2ea480b5aa","12309.205810000000000000","3"
"0x6ad5af736ce6a0e8a84b10d16266a9aca94ca092","12298.272944100000000000","12"
"0xc5d1d47ac3e702a41a44477f750531a763a62c33","12118.638017000000000000","2"
"0xcf735af12918891bf630528034430a36ec2849aa","11942.581590000000000000","0"
"0xc457ff8d72166a851aebc8824c4ddf517a55f336","11870.553936200000000000","2"
"0x553ab9fa7cf77d0abdad8846f85c54d717bd84a6","11755.274273700000000000","4"
"0x9cc7bced49e4fd3b3f074594145f6f0218554cbe","11733.763379233000000000","2"
"0x9edb4aeba2753499d88dc40086a5230182889b52","11607.824598500000000000","3"
"0x385269696f8ad66fa463b25ecb59b236763b53c1","11443.226362000000000000","3"
"0xdffda37c4ba2faccac137df790872529a2d3ea44","11384.669120000000000000","2"
"0x7fb4fd47cac4b474ec2cf036a3894ec499c1a055","11359.267253000000000000","2"
"0x11ba82668211e7fadcbc126e2c798b18b78084e4","11328.520497400000000000","3"
"0x6e96f6ed9c3007229517036dd8ffc64e871d43fd","11299.811308700000000000","2"
"0x870bde2221b566eb5f98bb4d3eee022317501c2a","11279.543940000000000000","1"
"0x69e9af83edf0ea708f6faa57ad1fc8711e1b3125","11268.480013000000000000","2"
"0xa752cf8614d8d695e5f17faa3819945bf8fd4e23","11213.242740000000000000","0"
"0x27be2802bf358a005fdf64ac0bace7c7bb0b8727","11149.521107600000000000","3"
"0x4be247d20b3cb51401896159af4e28d40efee444","11138.825586900000000000","1"
"0xc3125c199c94184ff1001b9f13af58d2d3cbca62","11067.817220000000000000","0"
"0x828732e1aa6ed4afc205b1f7804d3ea612f861e9","11061.228719900000000000","2"
"0x96c9ec696d4a44c1e6221638d0b9a27ef0b4a160","11059.730676300000000000","3"
"0x05014e7612d40cb1d6decd3b40e060467b1ffccb","11057.074800000000000000","1"
"0x7acd79774ef659fe93665e24c3f2f9b22c87ec32","11024.905311500000000000","2"
"0x5b49bab9ce8928c2171824827ad86e10f1e07187","11023.067460000000000000","2"
"0x973efe97a5fb054af9b71307bd9fd504b04d18a4","10995.665140000000000000","2"
